image_name,damage,occlusion,crop
Co Rd 161/img/010_31.460518_-98.081294.png,0,0,0
Co Rd 161/img/011_31.460579_-98.081492.png,0,0,0
Co Rd 161/img/012_31.460639_-98.081690.png,0,0,0
Co Rd 161/img/013_31.460700_-98.081889.png,0,0,0
Co Rd 161/img/014_31.460758_-98.082088.png,0,0,0
Co Rd 161/img/015_31.460815_-98.082288.png,0,0,0
Co Rd 161/img/016_31.460871_-98.082488.png,0,0,0
Co Rd 161/img/017_31.460928_-98.082688.png,0,0,0
Co Rd 161/img/018_31.460985_-98.082888.png,0,0,0
Co Rd 161/img/019_31.461041_-98.083087.png,0,0,0
Co Rd 161/img/020_31.461098_-98.083287.png,0,0,0
Co Rd 161/img/021_31.461154_-98.083487.png,0,0,0
Co Rd 161/img/022_31.461211_-98.083687.png,0,0,0
Co Rd 161/img/023_31.461268_-98.083887.png,0,0,0
Co Rd 161/img/024_31.461324_-98.084087.png,0,0,0
Co Rd 161/img/025_31.461381_-98.084286.png,1,0,0
Co Rd 161/img/026_31.461439_-98.084486.png,0,0,0
Co Rd 161/img/027_31.461492_-98.084687.png,0,0,0
Co Rd 161/img/028_31.461546_-98.084888.png,0,0,0
Co Rd 161/img/029_31.461600_-98.085089.png,0,0,1
Co Rd 161/img/030_31.461654_-98.085290.png,0,0,0
Co Rd 161/img/031_31.461717_-98.085487.png,0,0,0
Co Rd 161/img/032_31.461786_-98.085681.png,0,0,0
Co Rd 161/img/033_31.461866_-98.085868.png,0,0,0
Co Rd 161/img/034_31.462014_-98.085986.png,0,0,0
Co Rd 161/img/035_31.462172_-98.086088.png,0,0,0
Co Rd 161/img/036_31.462330_-98.086190.png,0,0,0
Co Rd 161/img/037_31.462485_-98.086296.png,0,0,1
Co Rd 161/img/038_31.462641_-98.086404.png,0,0,0
Co Rd 161/img/039_31.462796_-98.086511.png,0,0,0
Co Rd 161/img/040_31.462951_-98.086619.png,0,0,0
Co Rd 161/img/041_31.463104_-98.086730.png,0,0,0
Co Rd 161/img/042_31.463257_-98.086842.png,0,0,0
Co Rd 161/img/043_31.463406_-98.086960.png,0,0,0
Co Rd 161/img/044_31.463552_-98.087083.png,0,0,0
Co Rd 161/img/045_31.463699_-98.087206.png,0,0,0
Co Rd 161/img/046_31.463845_-98.087329.png,0,0,0
Co Rd 161/img/047_31.463973_-98.087477.png,0,0,0
Co Rd 161/img/048_31.464072_-98.087653.png,0,0,0
Co Rd 161/img/049_31.464170_-98.087829.png,0,0,0
Co Rd 161/img/050_31.464269_-98.088006.png,0,0,0
Co Rd 161/img/051_31.464364_-98.088185.png,0,0,0
Co Rd 161/img/052_31.464457_-98.088365.png,0,0,0
Co Rd 161/img/053_31.464542_-98.088550.png,0,0,0
Co Rd 161/img/054_31.464612_-98.088744.png,0,1,0
Co Rd 161/img/055_31.464662_-98.088946.png,0,0,0
Co Rd 161/img/056_31.464711_-98.089149.png,0,0,0
Co Rd 161/img/057_31.464748_-98.089355.png,0,0,0
Co Rd 161/img/058_31.464759_-98.089565.png,0,0,0
Co Rd 161/img/059_31.464764_-98.089775.png,0,0,0
Co Rd 161/img/060_31.464738_-98.089983.png,0,1,0
Co Rd 161/img/061_31.464699_-98.090189.png,0,0,0
Co Rd 161/img/062_31.464666_-98.090396.png,0,1,0
Co Rd 161/img/063_31.464634_-98.090603.png,0,1,0
Co Rd 161/img/064_31.464613_-98.090811.png,0,0,0
Co Rd 161/img/065_31.464657_-98.091011.png,0,0,0
Co Rd 161/img/066_31.464811_-98.091102.png,0,0,0
Co Rd 161/img/067_31.464988_-98.091072.png,0,0,1
Co Rd 161/img/068_31.465161_-98.091011.png,0,0,0
Co Rd 161/img/069_31.465330_-98.090938.png,0,0,0
Co Rd 161/img/070_31.465499_-98.090865.png,0,0,0
Co Rd 161/img/071_31.465669_-98.090793.png,0,0,0
Co Rd 161/img/072_31.465840_-98.090728.png,0,0,0
Co Rd 161/img/073_31.466012_-98.090663.png,0,0,0
Co Rd 161/img/074_31.466183_-98.090597.png,0,0,0
Co Rd 161/img/075_31.466355_-98.090532.png,0,0,0
Co Rd 161/img/076_31.466526_-98.090467.png,0,0,0
Co Rd 161/img/077_31.466698_-98.090401.png,0,0,0
Co Rd 161/img/078_31.466869_-98.090336.png,0,0,0
Co Rd 161/img/079_31.467041_-98.090271.png,0,0,0
Co Rd 161/img/080_31.467213_-98.090206.png,0,0,1
Co Rd 161/img/081_31.467385_-98.090144.png,0,1,0
Co Rd 161/img/082_31.467557_-98.090081.png,0,0,0
Co Rd 161/img/083_31.467729_-98.090018.png,0,0,0
Co Rd 161/img/084_31.467902_-98.089955.png,0,0,0
Co Rd 161/img/085_31.468074_-98.089893.png,0,0,0
Co Rd 161/img/086_31.468246_-98.089830.png,0,0,0
Co Rd 161/img/087_31.468418_-98.089767.png,0,0,0
Co Rd 161/img/088_31.468591_-98.089704.png,0,0,0
Co Rd 161/img/089_31.468763_-98.089642.png,0,0,0
Co Rd 161/img/090_31.468935_-98.089579.png,0,0,0
Co Rd 161/img/091_31.469107_-98.089516.png,0,0,0
Co Rd 161/img/092_31.469279_-98.089453.png,0,0,0
Co Rd 161/img/093_31.469452_-98.089391.png,0,0,0
Co Rd 161/img/094_31.469624_-98.089328.png,0,0,0
Co Rd 161/img/095_31.469796_-98.089265.png,0,0,0
Co Rd 161/img/096_31.469968_-98.089202.png,1,0,0
Co Rd 161/img/097_31.470141_-98.089140.png,0,0,0
Co Rd 161/img/098_31.470313_-98.089077.png,0,0,0
Co Rd 161/img/099_31.470485_-98.089014.png,0,0,0
Co Rd 161/img/100_31.470657_-98.088952.png,0,0,0
Co Rd 161/img/101_31.470830_-98.088889.png,0,0,0
Co Rd 161/img/102_31.471002_-98.088826.png,0,0,0
Co Rd 161/img/103_31.471174_-98.088763.png,0,0,0
Co Rd 161/img/104_31.471346_-98.088701.png,0,0,0
Co Rd 161/img/105_31.471519_-98.088638.png,0,0,0
Co Rd 161/img/106_31.471691_-98.088575.png,0,0,0
Co Rd 161/img/107_31.471863_-98.088516.png,0,0,0
Co Rd 161/img/108_31.472041_-98.088541.png,0,0,0
Co Rd 161/img/109_31.472159_-98.088694.png,0,1,0
Co Rd 161/img/110_31.472223_-98.088891.png,0,0,0
Co Rd 161/img/111_31.472278_-98.089091.png,0,0,0
Co Rd 161/img/112_31.472334_-98.089291.png,0,0,0
Co Rd 161/img/113_31.472390_-98.089492.png,0,0,0
Co Rd 161/img/114_31.472446_-98.089692.png,0,0,0
Co Rd 161/img/115_31.472503_-98.089892.png,0,0,0
Co Rd 161/img/116_31.472560_-98.090091.png,0,0,0
Co Rd 161/img/117_31.472617_-98.090291.png,0,0,0
Co Rd 161/img/118_31.472675_-98.090490.png,0,0,0
Co Rd 161/img/119_31.472732_-98.090690.png,0,0,0
Co Rd 161/img/120_31.472789_-98.090890.png,0,0,0
Co Rd 161/img/121_31.472847_-98.091089.png,0,0,0
Co Rd 161/img/122_31.472904_-98.091289.png,0,0,0
Co Rd 161/img/123_31.472961_-98.091488.png,0,0,0
Co Rd 161/img/124_31.473019_-98.091688.png,0,0,0
Co Rd 161/img/125_31.473076_-98.091888.png,0,0,0
Co Rd 161/img/126_31.473133_-98.092087.png,0,0,0
Co Rd 161/img/127_31.473191_-98.092287.png,0,0,0
Co Rd 161/img/128_31.473248_-98.092487.png,0,0,0
Co Rd 161/img/129_31.473305_-98.092686.png,0,0,0
Co Rd 161/img/130_31.473363_-98.092886.png,0,0,0
Co Rd 161/img/131_31.473420_-98.093085.png,0,0,0
Co Rd 161/img/132_31.473477_-98.093285.png,1,0,0
Co Rd 161/img/133_31.473551_-98.093477.png,1,0,0
Co Rd 161/img/134_31.473646_-98.093656.png,1,0,0
Co Rd 161/img/135_31.473693_-98.093745.png,0,0,0
Co Rd 48/img/000_31.334045_-98.003783.png,1,1,0
Co Rd 48/img/001_31.334225_-98.003801.png,0,1,0
Co Rd 48/img/002_31.334405_-98.003807.png,1,0,0
Co Rd 48/img/003_31.334585_-98.003808.png,1,0,0
Co Rd 48/img/004_31.334765_-98.003788.png,0,0,0
Co Rd 48/img/005_31.334945_-98.003767.png,0,0,0
Co Rd 48/img/006_31.335124_-98.003746.png,1,0,0
Co Rd 48/img/007_31.335304_-98.003726.png,0,0,0
Co Rd 48/img/008_31.335483_-98.003705.png,0,0,0
Co Rd 48/img/009_31.335663_-98.003683.png,0,0,0
Co Rd 48/img/010_31.335839_-98.003640.png,0,0,0
Co Rd 48/img/011_31.336013_-98.003586.png,0,0,0
Co Rd 48/img/012_31.336185_-98.003522.png,0,0,0
Co Rd 48/img/013_31.336357_-98.003459.png,0,0,0
Co Rd 48/img/014_31.336529_-98.003395.png,0,1,0
Co Rd 48/img/015_31.336701_-98.003332.png,0,0,0
Co Rd 48/img/016_31.336875_-98.003276.png,0,0,0
Co Rd 48/img/017_31.337050_-98.003224.png,0,0,0
Co Rd 48/img/018_31.337225_-98.003172.png,0,0,0
Co Rd 48/img/019_31.337401_-98.003127.png,0,0,0
Co Rd 48/img/020_31.337580_-98.003098.png,0,0,0
Co Rd 48/img/021_31.337760_-98.003095.png,0,0,0
Co Rd 48/img/022_31.337938_-98.003124.png,0,0,0
Co Rd 48/img/023_31.338110_-98.003189.png,0,0,0
Co Rd 48/img/024_31.338277_-98.003267.png,0,0,0
Co Rd 48/img/025_31.338440_-98.003356.png,0,0,0
Co Rd 48/img/026_31.338598_-98.003459.png,0,0,0
Co Rd 48/img/027_31.338753_-98.003565.png,1,0,0
Co Rd 48/img/028_31.338905_-98.003680.png,1,0,0
Co Rd 48/img/029_31.339056_-98.003795.png,1,0,0
Co Rd 48/img/030_31.339207_-98.003910.png,1,0,0
Co Rd 48/img/031_31.339353_-98.004033.png,0,0,1
Co Rd 48/img/032_31.339488_-98.004172.png,0,0,0
Co Rd 48/img/033_31.339618_-98.004317.png,0,0,0
Co Rd 48/img/034_31.339743_-98.004469.png,0,0,0
Co Rd 48/img/035_31.339868_-98.004621.png,0,0,0
Co Rd 48/img/036_31.339992_-98.004773.png,0,0,0
Co Rd 48/img/037_31.340121_-98.004920.png,0,0,0
Co Rd 48/img/038_31.340261_-98.005052.png,0,1,0
Co Rd 48/img/039_31.340411_-98.005168.png,0,0,0
Co Rd 48/img/040_31.340572_-98.005263.png,0,1,0
Co Rd 48/img/041_31.340738_-98.005345.png,0,0,0
Co Rd 48/img/042_31.340904_-98.005428.png,1,0,0
Co Rd 48/img/043_31.341070_-98.005510.png,1,0,0
Co Rd 48/img/044_31.341236_-98.005592.png,1,0,0
Co Rd 48/img/045_31.341415_-98.005619.png,1,0,0
Co Rd 48/img/046_31.341595_-98.005632.png,1,0,0
Co Rd 48/img/047_31.341774_-98.005614.png,1,0,0
Co Rd 48/img/048_31.341954_-98.005598.png,1,0,0
Co Rd 48/img/049_31.342132_-98.005629.png,0,1,0
Co Rd 48/img/050_31.342275_-98.005755.png,0,0,0
Co Rd 48/img/051_31.342400_-98.005906.png,0,0,0
Co Rd 48/img/052_31.342515_-98.006068.png,0,0,0
Co Rd 48/img/053_31.342630_-98.006230.png,0,1,0
Co Rd 48/img/054_31.342745_-98.006392.png,0,0,0
Co Rd 48/img/055_31.342864_-98.006550.png,0,0,0
Co Rd 48/img/056_31.342988_-98.006703.png,0,0,1
Co Rd 48/img/057_31.343118_-98.006849.png,0,0,0
Co Rd 48/img/058_31.343251_-98.006991.png,0,0,0
Co Rd 48/img/059_31.343388_-98.007128.png,1,0,0
Co Rd 48/img/060_31.343531_-98.007255.png,1,0,0
Co Rd 48/img/061_31.343696_-98.007339.png,1,0,0
Co Rd 48/img/062_31.343873_-98.007370.png,1,0,0
Co Rd 48/img/063_31.344052_-98.007351.png,1,0,1
Co Rd 48/img/064_31.344225_-98.007292.png,1,0,0
Co Rd 48/img/065_31.344396_-98.007225.png,0,0,0
Co Rd 48/img/066_31.344567_-98.007157.png,1,0,0
Co Rd 48/img/067_31.344738_-98.007090.png,1,0,0
Co Rd 48/img/068_31.344908_-98.007021.png,0,0,0
Co Rd 48/img/069_31.345078_-98.006949.png,0,0,0
Co Rd 48/img/070_31.345247_-98.006876.png,0,0,1
Co Rd 48/img/071_31.345417_-98.006804.png,0,1,0
Co Rd 48/img/072_31.345586_-98.006731.png,0,0,0
Co Rd 48/img/073_31.345755_-98.006659.png,0,0,0
Co Rd 48/img/074_31.345925_-98.006587.png,0,0,0
Co Rd 48/img/075_31.346094_-98.006515.png,0,0,0
Co Rd 48/img/076_31.346264_-98.006442.png,0,0,0
Co Rd 48/img/077_31.346434_-98.006372.png,0,0,0
Co Rd 48/img/078_31.346604_-98.006301.png,1,0,0
Co Rd 48/img/079_31.346774_-98.006230.png,1,0,1
Co Rd 48/img/080_31.346944_-98.006160.png,0,0,0
Co Rd 48/img/081_31.347113_-98.006089.png,0,0,0
Co Rd 48/img/082_31.347283_-98.006019.png,0,0,0
Co Rd 48/img/083_31.347453_-98.005948.png,0,1,0
Co Rd 48/img/084_31.347623_-98.005877.png,0,0,0
Co Rd 48/img/085_31.347793_-98.005807.png,0,0,0
Co Rd 48/img/086_31.347963_-98.005736.png,0,0,0
Co Rd 48/img/087_31.348133_-98.005665.png,0,0,0
Co Rd 48/img/088_31.348303_-98.005595.png,0,0,0
Co Rd 48/img/089_31.348473_-98.005523.png,0,0,0
Co Rd 48/img/090_31.348642_-98.005450.png,0,0,0
Co Rd 48/img/091_31.348811_-98.005376.png,1,0,0
Co Rd 48/img/092_31.348987_-98.005335.png,0,0,0
Co Rd 48/img/093_31.349166_-98.005320.png,0,0,0
Co Rd 48/img/094_31.349347_-98.005306.png,0,0,0
Co Rd 48/img/095_31.349527_-98.005292.png,0,0,0
Co Rd 48/img/096_31.349707_-98.005277.png,0,0,0
Co Rd 48/img/097_31.349887_-98.005263.png,0,0,0
Co Rd 48/img/098_31.350067_-98.005249.png,0,1,0
Co Rd 48/img/099_31.350247_-98.005235.png,0,1,0
Co Rd 48/img/100_31.350427_-98.005220.png,1,0,0
Co Rd 48/img/101_31.350606_-98.005197.png,0,0,1
Co Rd 48/img/102_31.350785_-98.005174.png,1,0,0
Co Rd 48/img/103_31.350965_-98.005152.png,0,0,0
Co Rd 48/img/104_31.351144_-98.005129.png,0,0,1
Co Rd 48/img/105_31.351323_-98.005106.png,0,0,0
Co Rd 48/img/106_31.351503_-98.005083.png,0,0,0
Co Rd 48/img/107_31.351682_-98.005060.png,0,1,0
Co Rd 48/img/108_31.351861_-98.005035.png,0,1,0
Co Rd 48/img/109_31.352040_-98.005005.png,0,1,0
Co Rd 48/img/110_31.352218_-98.004975.png,0,0,0
Co Rd 48/img/111_31.352397_-98.004945.png,0,0,0
Co Rd 48/img/112_31.352574_-98.004905.png,1,0,0
Co Rd 48/img/113_31.352729_-98.004805.png,0,0,0
Co Rd 48/img/114_31.352833_-98.004635.png,1,0,0
Co Rd 48/img/115_31.352848_-98.004427.png,1,0,0
Co Rd 48/img/116_31.352818_-98.004220.png,1,0,0
Co Rd 48/img/117_31.352785_-98.004014.png,0,0,0
Co Rd 48/img/118_31.352752_-98.003807.png,1,0,0
Co Rd 48/img/119_31.352729_-98.003599.png,1,0,0
Co Rd 48/img/120_31.352730_-98.003492.png,1,0,0
Co Rd 250/img/000_31.520358_-97.629078.png,0,0,0
Co Rd 250/img/001_31.520514_-97.629185.png,0,0,0
Co Rd 250/img/002_31.520669_-97.629291.png,0,0,0
Co Rd 250/img/003_31.520825_-97.629398.png,1,0,0
Co Rd 250/img/004_31.520980_-97.629505.png,0,0,0
Co Rd 250/img/005_31.521136_-97.629612.png,0,0,0
Co Rd 250/img/006_31.521291_-97.629718.png,0,0,0
Co Rd 250/img/007_31.521447_-97.629825.png,0,0,1
Co Rd 250/img/008_31.521602_-97.629932.png,0,0,0
Co Rd 250/img/009_31.521758_-97.630039.png,0,0,0
Co Rd 250/img/010_31.521913_-97.630146.png,0,0,0
Co Rd 250/img/011_31.522069_-97.630252.png,0,0,0
Co Rd 250/img/012_31.522224_-97.630359.png,0,0,0
Co Rd 250/img/013_31.522380_-97.630466.png,0,0,0
Co Rd 250/img/014_31.522535_-97.630573.png,0,0,0
Co Rd 250/img/015_31.522691_-97.630679.png,0,0,0
Co Rd 250/img/016_31.522846_-97.630786.png,0,0,0
Co Rd 250/img/017_31.523002_-97.630893.png,0,0,0
Co Rd 250/img/018_31.523157_-97.631000.png,0,0,0
Co Rd 250/img/019_31.523313_-97.631107.png,0,0,0
Co Rd 250/img/020_31.523468_-97.631213.png,0,0,1
Co Rd 250/img/021_31.523624_-97.631320.png,0,0,0
Co Rd 250/img/022_31.523779_-97.631427.png,0,0,0
Co Rd 250/img/023_31.523935_-97.631533.png,0,0,0
Co Rd 250/img/024_31.524091_-97.631639.png,0,0,0
Co Rd 250/img/025_31.524247_-97.631745.png,0,0,0
Co Rd 250/img/026_31.524402_-97.631852.png,0,0,0
Co Rd 250/img/027_31.524556_-97.631961.png,0,0,0
Co Rd 250/img/028_31.524710_-97.632071.png,0,0,0
Co Rd 250/img/029_31.524864_-97.632181.png,0,0,0
Co Rd 250/img/030_31.525018_-97.632291.png,0,0,1
Co Rd 250/img/031_31.525173_-97.632398.png,0,0,0
Co Rd 250/img/032_31.525329_-97.632505.png,0,0,0
Co Rd 250/img/033_31.525485_-97.632611.png,0,0,0
Co Rd 250/img/034_31.525640_-97.632718.png,0,0,0
Co Rd 250/img/035_31.525796_-97.632824.png,0,0,0
Co Rd 250/img/036_31.525952_-97.632931.png,0,0,1
Co Rd 250/img/037_31.526107_-97.633039.png,0,0,0
Co Rd 250/img/038_31.526262_-97.633146.png,0,0,0
Co Rd 250/img/039_31.526417_-97.633254.png,0,0,0
Co Rd 250/img/040_31.526572_-97.633362.png,0,0,0
Co Rd 250/img/041_31.526727_-97.633470.png,0,0,0
Co Rd 250/img/042_31.526882_-97.633578.png,0,0,1
Co Rd 250/img/043_31.527037_-97.633685.png,0,0,0
Co Rd 250/img/044_31.527192_-97.633793.png,0,0,0
Co Rd 250/img/045_31.527347_-97.633901.png,0,0,0
Co Rd 250/img/046_31.527502_-97.634009.png,0,0,0
Co Rd 250/img/047_31.527656_-97.634118.png,0,0,0
Co Rd 250/img/048_31.527806_-97.634235.png,0,0,0
Co Rd 250/img/049_31.527956_-97.634353.png,0,0,0
Co Rd 250/img/050_31.528110_-97.634462.png,0,0,0
Co Rd 250/img/051_31.528264_-97.634572.png,0,0,0
Co Rd 250/img/052_31.528418_-97.634681.png,0,0,0
Co Rd 250/img/053_31.528572_-97.634791.png,0,0,0
Co Rd 250/img/054_31.528726_-97.634900.png,0,0,0
Co Rd 250/img/055_31.528880_-97.635010.png,0,0,0
Co Rd 250/img/056_31.529033_-97.635122.png,0,0,0
Co Rd 250/img/057_31.529187_-97.635230.png,0,0,0
Co Rd 250/img/058_31.529343_-97.635337.png,0,0,0
Co Rd 250/img/059_31.529499_-97.635443.png,0,0,0
Co Rd 250/img/060_31.529655_-97.635549.png,0,0,0
Co Rd 250/img/061_31.529811_-97.635655.png,0,0,0
Co Rd 250/img/062_31.529966_-97.635762.png,0,0,0
Co Rd 250/img/063_31.530122_-97.635868.png,0,0,0
Co Rd 250/img/064_31.530276_-97.635977.png,0,0,0
Co Rd 250/img/065_31.530431_-97.636086.png,0,0,0
Co Rd 250/img/066_31.530585_-97.636195.png,0,0,0
Co Rd 250/img/067_31.530739_-97.636305.png,0,0,0
Co Rd 250/img/068_31.530894_-97.636414.png,0,0,0
Co Rd 250/img/069_31.531048_-97.636523.png,0,0,0
Co Rd 250/img/070_31.531203_-97.636630.png,0,0,0
Co Rd 250/img/071_31.531358_-97.636738.png,0,0,0
Co Rd 250/img/072_31.531514_-97.636845.png,0,0,0
Co Rd 250/img/073_31.531669_-97.636952.png,0,0,0
Co Rd 250/img/074_31.531824_-97.637059.png,0,0,0
Co Rd 250/img/075_31.531979_-97.637166.png,0,0,0
Co Rd 250/img/076_31.532135_-97.637274.png,0,0,0
Co Rd 250/img/077_31.532290_-97.637381.png,0,0,0
Co Rd 250/img/078_31.532445_-97.637488.png,0,1,0
Co Rd 250/img/079_31.532600_-97.637596.png,0,1,0
Co Rd 250/img/080_31.532756_-97.637703.png,0,1,0
Co Rd 250/img/081_31.532911_-97.637810.png,0,0,0
Co Rd 250/img/082_31.533066_-97.637918.png,0,0,0
Co Rd 250/img/083_31.533221_-97.638026.png,0,0,0
Co Rd 250/img/084_31.533375_-97.638135.png,0,1,0
Co Rd 250/img/085_31.533530_-97.638243.png,0,0,0
Co Rd 250/img/086_31.533685_-97.638352.png,0,1,1
Co Rd 250/img/087_31.533839_-97.638460.png,0,1,0
Co Rd 250/img/088_31.533994_-97.638569.png,0,0,0
Co Rd 250/img/089_31.534148_-97.638677.png,0,0,0
Co Rd 250/img/090_31.534303_-97.638786.png,0,1,0
Co Rd 250/img/091_31.534458_-97.638894.png,0,0,0
Co Rd 250/img/092_31.534612_-97.639003.png,0,1,0
Co Rd 250/img/093_31.534767_-97.639111.png,0,1,0
Co Rd 250/img/094_31.534921_-97.639222.png,0,0,0
Co Rd 250/img/095_31.535074_-97.639333.png,0,0,0
Co Rd 250/img/096_31.535227_-97.639444.png,0,1,0
Co Rd 250/img/097_31.535382_-97.639551.png,0,0,0
Co Rd 250/img/098_31.535538_-97.639658.png,0,0,0
Co Rd 250/img/099_31.535693_-97.639765.png,0,1,0
Co Rd 250/img/100_31.535845_-97.639880.png,0,0,0
Co Rd 250/img/101_31.535996_-97.639995.png,1,0,0
Co Rd 250/img/102_31.536041_-97.640029.png,1,0,0
Co Rd 262/img/000_31.548204_-97.595048.png,1,0,0
Co Rd 262/img/001_31.548294_-97.594865.png,0,0,0
Co Rd 262/img/002_31.548384_-97.594683.png,1,0,0
Co Rd 262/img/003_31.548474_-97.594500.png,0,0,0
Co Rd 262/img/004_31.548564_-97.594317.png,0,0,0
Co Rd 262/img/005_31.548653_-97.594135.png,0,0,1
Co Rd 262/img/006_31.548743_-97.593952.png,0,0,1
Co Rd 262/img/007_31.548833_-97.593769.png,0,0,0
Co Rd 262/img/008_31.548923_-97.593587.png,0,0,0
Co Rd 262/img/009_31.549013_-97.593404.png,1,0,0
Co Rd 262/img/010_31.549103_-97.593221.png,0,0,0
Co Rd 262/img/011_31.549193_-97.593039.png,0,0,0
Co Rd 262/img/012_31.549283_-97.592856.png,0,0,0
Co Rd 262/img/013_31.549374_-97.592674.png,0,0,0
Co Rd 262/img/014_31.549465_-97.592493.png,0,0,0
Co Rd 262/img/015_31.549557_-97.592311.png,0,0,0
Co Rd 262/img/016_31.549648_-97.592130.png,0,0,0
Co Rd 262/img/017_31.549740_-97.591948.png,0,0,0
Co Rd 262/img/018_31.549831_-97.591767.png,0,0,0
Co Rd 262/img/019_31.549923_-97.591585.png,0,0,0
Co Rd 262/img/020_31.550015_-97.591404.png,0,0,0
Co Rd 262/img/021_31.550106_-97.591222.png,0,0,0
Co Rd 262/img/022_31.550198_-97.591041.png,0,0,0
Co Rd 262/img/023_31.550290_-97.590859.png,0,0,0
Co Rd 262/img/024_31.550381_-97.590678.png,0,0,0
Co Rd 262/img/025_31.550473_-97.590496.png,0,0,0
Co Rd 262/img/026_31.550564_-97.590315.png,0,0,0
Co Rd 262/img/027_31.550656_-97.590133.png,0,0,0
Co Rd 262/img/028_31.550748_-97.589952.png,0,0,1
Co Rd 262/img/029_31.550839_-97.589770.png,0,0,1
Co Rd 262/img/030_31.550931_-97.589589.png,0,0,0
Co Rd 262/img/031_31.551022_-97.589407.png,0,0,0
Co Rd 262/img/032_31.551114_-97.589226.png,0,0,0
Co Rd 262/img/033_31.551206_-97.589044.png,0,0,0
Co Rd 262/img/034_31.551297_-97.588863.png,0,0,0
Co Rd 262/img/035_31.551389_-97.588681.png,0,0,0
Co Rd 262/img/036_31.551481_-97.588500.png,0,0,0
Co Rd 262/img/037_31.551572_-97.588318.png,0,0,0
Co Rd 262/img/038_31.551664_-97.588137.png,0,0,0
Co Rd 262/img/039_31.551749_-97.587951.png,1,0,0
Co Rd 262/img/040_31.551763_-97.587745.png,0,0,0
Co Rd 262/img/041_31.551640_-97.587599.png,0,0,0
Co Rd 262/img/042_31.551483_-97.587496.png,0,0,0
Co Rd 262/img/043_31.551325_-97.587394.png,0,0,1
Co Rd 262/img/044_31.551168_-97.587291.png,0,0,0
Co Rd 262/img/045_31.551010_-97.587188.png,0,0,0
Co Rd 262/img/046_31.550853_-97.587085.png,0,0,0
Co Rd 262/img/047_31.550695_-97.586982.png,0,0,0
Co Rd 262/img/048_31.550538_-97.586879.png,0,0,0
Co Rd 262/img/049_31.550380_-97.586777.png,0,0,0
Co Rd 262/img/050_31.550223_-97.586674.png,0,0,0
Co Rd 262/img/051_31.550066_-97.586571.png,0,0,0
Co Rd 262/img/052_31.549908_-97.586468.png,0,0,0
Co Rd 262/img/053_31.549751_-97.586365.png,0,0,0
Co Rd 262/img/054_31.549593_-97.586262.png,0,0,0
Co Rd 262/img/055_31.549436_-97.586160.png,0,0,0
Co Rd 262/img/056_31.549278_-97.586057.png,0,0,0
Co Rd 262/img/057_31.549120_-97.585956.png,0,0,0
Co Rd 262/img/058_31.548961_-97.585855.png,0,0,0
Co Rd 262/img/059_31.548804_-97.585752.png,0,0,1
Co Rd 262/img/060_31.548684_-97.585604.png,1,0,0
Co Rd 262/img/061_31.548701_-97.585401.png,0,0,0
Co Rd 262/img/062_31.548790_-97.585219.png,0,0,0
Co Rd 262/img/063_31.548884_-97.585039.png,0,0,0
Co Rd 262/img/064_31.548978_-97.584859.png,0,0,0
Co Rd 262/img/065_31.549072_-97.584679.png,1,0,0
Co Rd 262/img/066_31.549166_-97.584499.png,1,0,0
Co Rd 262/img/067_31.549260_-97.584320.png,0,0,0
Co Rd 262/img/068_31.549354_-97.584140.png,0,0,0
Co Rd 262/img/069_31.549448_-97.583960.png,0,0,0
Co Rd 262/img/070_31.549542_-97.583780.png,0,1,0
Co Rd 262/img/071_31.549636_-97.583600.png,0,1,0
Co Rd 262/img/072_31.549731_-97.583421.png,0,0,0
Co Rd 262/img/073_31.549825_-97.583241.png,0,0,0
Co Rd 262/img/074_31.549919_-97.583061.png,1,0,0
Co Rd 262/img/075_31.550013_-97.582881.png,0,0,0
Co Rd 262/img/076_31.550107_-97.582702.png,1,0,0
Co Rd 262/img/077_31.550201_-97.582522.png,0,0,0
Co Rd 262/img/078_31.550297_-97.582343.png,0,0,0
Co Rd 262/img/079_31.550392_-97.582165.png,0,0,0
Co Rd 262/img/080_31.550488_-97.581986.png,0,0,0
Co Rd 262/img/081_31.550582_-97.581806.png,0,0,0
Co Rd 262/img/082_31.550675_-97.581626.png,0,0,0
Co Rd 262/img/083_31.550769_-97.581446.png,0,0,0
Co Rd 262/img/084_31.550862_-97.581265.png,0,0,0
Co Rd 262/img/085_31.550955_-97.581085.png,0,0,0
Co Rd 262/img/086_31.551048_-97.580904.png,0,0,0
Co Rd 262/img/087_31.551141_-97.580724.png,0,0,0
Co Rd 262/img/088_31.551233_-97.580543.png,0,0,0
Co Rd 262/img/089_31.551326_-97.580362.png,0,0,0
Co Rd 262/img/090_31.551419_-97.580181.png,0,1,0
Co Rd 262/img/091_31.551511_-97.580001.png,0,1,0
Co Rd 262/img/092_31.551603_-97.579819.png,1,0,0
Co Rd 262/img/093_31.551695_-97.579638.png,0,0,0
Co Rd 262/img/094_31.551735_-97.579560.png,0,0,0
Co Rd 316/img/000_31.401629_-97.668395.png,0,0,0
Co Rd 316/img/001_31.401799_-97.668325.png,1,0,0
Co Rd 316/img/002_31.401969_-97.668255.png,1,0,0
Co Rd 316/img/003_31.402136_-97.668174.png,0,0,0
Co Rd 316/img/004_31.402306_-97.668104.png,0,0,0
Co Rd 316/img/005_31.402477_-97.668038.png,0,0,0
